"id","org_name","event_name","event_description","event_start_date","event_end_date","days_of_week","start_time","end_time","more_info","fee","admission_price","site_location_name","event_photo","category","subcategory","age_group_eligibility_tags","race_ethnicity_eligibility_tags","special_needs_eligibility_tags","sogi_eligibility_tags","language_eligibility_tags","site_address","site_phone","site_email","latitude","longitude","point","analysis_neighborhood","supervisor_district","data_as_of","data_loaded_at"
"134128_sfpl","SF Public Library","Author: Kate Maruyama, Jordan Rosenfeld and Sumiko Saulson","Each author will read a selection from their work, followed by Q&amp;A with the audience, moderated by author Cliff WinnigBook signing and schmoozing…","2025/10/12 12:00:00 AM","2025/10/12 12:00:00 AM",,"15:00:00","17:00:00","https://sfpl.org/events/2025/10/12/author-kate-maruyama-jordan-rosenfeld-and-sumiko-saulson","false",,"Main Library","https://sfpl.org//sites/default/files/2025-10/25085.png","Arts, Culture & Identity",,"TAY (Ages 18-24)",,,,,"100 Larkin Street","415-557-4400","info@sfpl.org","37.779354","-122.4158715","POINT (-122.4158715 37.779354)","Tenderloin","5","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"39501_rpd","SF Rec Park","Aquatics - Parent and Tot Swim","This class will teach parents basic water safety while introducing tots to new skills and fun. Songs, water safety, entering and exiting the water, and holding techniques for the parents are some of the topics covered in this lesson. Infant or toddler is accompanied in the water by their caregiver. Children are required to wear swim diapers while in the pool.","2025/11/03 12:00:00 AM","2025/12/22 12:00:00 AM","M","10:45:00","11:15:00","sfrecpark.org/register","true",,"ROSSI SWIMMING POOL","https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg","Sports & Recreation","Swimming","Infants; Toddlers",,,,,"600 Arguello Blvd","(415) 666-7014",,"37.779084","-122.458275","POINT (-122.458275 37.779084)","Lone Mountain/USF","1","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"39116_rpd","SF Rec Park","After School Program - Louis Sutter","Our after school program is an experience that provides a safe and nurturing environment for youth in grades K-5 to develop life long recreation and leisure skills. Participants will receive homework assistance, be exposed to an environment that will promote literacy, encourage communication and empowerment skills while providing recreation activities that include sports, group games, arts and culture, community exploration and seasonal special events. All staff and volunteers receive background checks and are trained in safety skills. Start times may vary based on the school release time. The fee for the school year is $1080. Parents will have the option to pay the entire fee upon registration. Payment plans are available. $270.00 is due upon registration and on the first day of October, January and March of the school year.","2025/08/18 12:00:00 AM","2026/06/03 12:00:00 AM","M-F","14:00:00","18:00:00","sfrecpark.org/register","true",,"LOUIS SUTTER PLGD","https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg","Childcare","After and Before School Care","Children; Pre-Teens",,,,,"555 Yale St @ University & Way","(415) 831-2700",,"37.72263219396","-122.41570503908","POINT (-122.415705039 37.722632194)","McLaren Park","9","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"39626_rpd","SF Rec Park","Level 1","This class is designed to orient participants to the aquatic environment and to help them gain basic aquatic skills. In addition, participants start learning about how to be safe around water. Children must be 48 to participate.          Registration is limited to one class per participant.","2025/09/07 12:00:00 AM","2025/10/26 12:00:00 AM","S","09:45:00","10:15:00","sfrecpark.org/register","true",,"ROSSI SWIMMING POOL","https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg","Sports & Recreation","Swimming","Children; Pre-Teens; Teens; TAY",,,,,"600 Arguello Blvd","(415) 666-7014",,"37.779084","-122.458275","POINT (-122.458275 37.779084)","Lone Mountain/USF","1","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"39440_rpd","SF Rec Park","Drop-in: Wheelchair Basketball","Glen Park Recreation Center (70 Elk Street) is hosting a free drop-in wheelchair basketball session every Saturday from 3 to 6 p.m. in partnership with BORP Adaptive Sports and Recreation. All ages are welcome. You don't have to have a mobility disability to participate, but you must be able to maneuver a wheelchair. Wheelchairs are available (will fit people at least 5-feet tall). Let's get hooping!","2025/09/06 12:00:00 AM","2026/01/03 12:00:00 AM","Sa","15:00:00","18:00:00","sfrecpark.org/register","false",,"GLEN CANYON REC CENTER","https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg","Sports & Recreation","Disability Support","All Ages",,"Special Needs/Disabilities",,,"70 Elk St","(415) 337-4705",,"37.736199","-122.4400455","POINT (-122.4400455 37.736199)","Glen Park","8","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"39818_rpd","SF Rec Park","Saturday Afternoon Drop-in Art","Drop by  the Randall Museum art room on Saturdays and get creative with your kids. Art  instructors guide a different hands-on activity each week. Projects are  suitable for ages 4+. All children under 8 must be accompanied by a  participating adult. $10 per adult/child combo; $5 each additional person.  Register at the Front Desk. Last sign-ups at 3:30pm.","2025/09/06 12:00:00 AM","2026/01/03 12:00:00 AM","Sa","13:00:00","16:00:00","sfrecpark.org/register","true",,"RANDALL MUSEUM","https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg","Arts, Culture & Identity","Crafting","All Ages",,,,,"199 Museum Way","(415) 554-9600",,"37.764432","-122.43816","POINT (-122.43816 37.764432)","Castro/Upper Market","8","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"127143_sfpl","SF Public Library","FULL: Workshop: Mini Nicho","Decorate a miniature shadow box reflecting a loved one, pet, memory, dream or aspirations. To personalize your altar, bring an image that is 4x4…","2025/10/08 12:00:00 AM","2025/10/08 12:00:00 AM",,"18:00:00","19:30:00","https://sfpl.org/events/2025/10/08/full-workshop-mini-nicho","false",,"Mission","https://sfpl.org//sites/default/files/2025-07/23279.jpg","Arts, Culture & Identity","Arts and Creative Expression","TAY (Ages 18-24)","Hispanic/Latinx",,,"Spanish","1234 Valencia Street","415-355-2800","mismgr@sfpl.org","37.75311","-122.42106","POINT (-122.42106 37.75311)","Mission","9","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"119575_sfpl","SF Public Library","Social: North Beach Writing Group","Write from timed prompts in a focused group of fellow adult writers. Kickstart your creative flow, meet other writers, and produce some fiction,…","2025/10/28 12:00:00 AM","2025/10/28 12:00:00 AM",,"18:00:00","19:00:00","https://sfpl.org/events/2025/10/28/social-north-beach-writing-group","false",,"North Beach","https://sfpl.org//sites/default/files/2025-05/22276.png","Arts, Culture & Identity","Arts and Creative Expression, Writing","TAY (Ages 18-24)",,,,,"850 Columbus Avenue","415-355-5626","nbemgr@sfpl.org","37.802601","-122.413284","POINT (-122.413284 37.802601)","North Beach","3","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"127009_sfpl","SF Public Library","Workshop: Yoga with Tendwell Collective","This is a gentle yoga class open to adults of all experience levels. We'll move mindfully and slowly to soothe the nervous system, stretch the body…","2025/10/15 12:00:00 AM","2025/10/15 12:00:00 AM",,"18:00:00","19:00:00","https://sfpl.org/events/2025/10/15/workshop-yoga-tendwell-collective","false",,"Ingleside","https://sfpl.org//sites/default/files/2025-07/23224.jpg","Health & Wellness",,"TAY (Ages 18-24)",,,,,"1298 Ocean Avenue","415-355-2898","ingmgr@sfpl.org","37.724058","-122.4562905","POINT (-122.4562905 37.724058)","West of Twin Peaks","7","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"118012_sfpl","SF Public Library","Storytime: For Toddlers","Space limited. Tickets available on a first come basis at door&nbsp;starting at 11:00am.","2025/11/03 12:00:00 AM","2025/11/03 12:00:00 AM",,"11:15:00","11:45:00","https://sfpl.org/events/2025/11/03/storytime-toddlers-1","false",,"Noe Valley/Sally Brunn","https://sfpl.org//sites/default/files/topics/StorytimeforToddlers.jpg","Education",,"Toddlers (Ages 1-3), Pre-School (Ages 3-5), Families with children below 18 years old",,,,,"451 Jersey Street","415-355-5707","nvamgr@sfpl.org","37.750302","-122.435118","POINT (-122.435118 37.750302)","Noe Valley","8","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"104554_sfpl","SF Public Library","Tutorial: 3D Printing/Tinkercad Tinker Club","Get an introduction to using Tinkercad web-based software to design 3D objects that can be printed on the library's 3D printer. The first 30 minutes…","2025/10/11 12:00:00 AM","2025/10/11 12:00:00 AM",,"14:00:00","16:00:00","https://sfpl.org/events/2025/10/11/tutorial-3d-printingtinkercad-tinker-club","false",,"Main Library","https://sfpl.org//sites/default/files/2025-08/24064.png","Education","Arts and Creative Expression, Computer Class, Digital Software, Skills & Training","TAY (Ages 18-24)",,,,,"100 Larkin Street","415-557-4400","info@sfpl.org","37.779354","-122.4158715","POINT (-122.4158715 37.779354)","Tenderloin","5","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"129232_sfpl","SF Public Library","Book Club: Marina Readers","This month we will be discussing <a href=""https://sfpl.bibliocommons.com/v2/record/S93C5844001"">Tom Lake</a>, a novel by Ann Patchett.Meetings are…","2025/10/26 12:00:00 AM","2025/10/26 12:00:00 AM",,"14:00:00","15:30:00","https://sfpl.org/events/2025/10/26/book-club-marina-readers","false",,"Marina","https://sfpl.org//sites/default/files/topics/BookClubs.jpg","Arts, Culture & Identity",,"TAY (Ages 18-24)",,,,,"1890 Chestnut Street","415-355-2823","marmgr@sfpl.org","37.801314","-122.434182","POINT (-122.434182 37.801314)","Marina","2","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"10013069_sfdec","Bayview YMCA Family Resource Center","Mommy &#038; Me Tea Time (Support Group, English)","GROUPS BEGIN ON TUESDAY, AUGUST 12TH &#8211; 4:00 PM A warm and welcoming space for new and expecting moms to sip, share, and connect. Join us for gentle conversations, guided activities, and meaningful moments that support bonding, learning, and growth &#8211; both as mothers and women. Let&#8217;s navigate this beautiful journey together, one cup of tea at a time. &nbsp; TUESDAYS &#8211; 4:00pm-6:00pm &#8211; Begins August 12, 2025 &#8211; Bayview YMCA 1601 Lane Street San Francisco, CA 94124 FOR PREGNANT WOMEN &amp; NEW MOMS with children 0-11 months old To register, email Ashlee Garvin at: agarvin@ymcasf.org","2025/10/21 12:00:00 AM","2025/10/21 12:00:00 AM",,"16:00:00","18:00:00","https://sfdec.org/event/mommy-me-tea-time-support-group-english/2025-10-21/",,,"1601 Lane Street","https://sfdec.org/wp-content/uploads/2025/07/Mommy-Me-Tea-Time-BVYMCA-pdf.jpg","Family Support","Support Groups",,,,,,"1601 Lane Street",,,"37.731807","-122.389596","POINT (-122.389596 37.731807)","Bayview Hunters Point","10","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"10012993_sfdec","Family Connections Centers","Men’s Social Group/ Grupo de Apoyo a los hombres (English and Spanish, Support Group)","This group provides a space for men to connect, share food, and access helpful resources. Registration is not required but helps us to plan for materials and space. Este grupo brinda un espacio para que los hombres se conecten. No es necesario registrarse para asistir, pero nos ayuda a planificar los materiales y el espacio. Idioma/language: Inglés y Español / English and Spanish Para registrarse/to register: Javier, jparedes@fccenters.org","2025/10/29 12:00:00 AM","2025/10/29 12:00:00 AM",,"11:00:00","12:00:00","https://sfdec.org/event/mens-social-group-grupo-de-apoyo-a-los-hombres-english-and-spanish-support-group/2025-10-29/",,,"5016 Mission St",,"Family Support","Support Groups",,,,"Men","Spanish","5016 Mission St",,,"37.718379","-122.4399465","POINT (-122.4399465 37.718379)","Outer Mission","11","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"40453_rpd","SF Rec Park","Drop-in: Table Tennis",,"2025/09/06 12:00:00 AM","2025/11/22 12:00:00 AM","Sa","13:00:00","16:00:00","sfrecpark.org/register","false",,"HAMILTON REC CENTER","https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg","Sports & Recreation","Team Sports; Summer Programs; Physical Fitness; Outdoors","All Ages",,,,,"1900 Geary Blvd (@ Steiner St)","(415) 292-2111",,"37.78429999379","-122.43460896538","POINT (-122.434608965 37.784299994)","Japantown","5","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"129612_sfpl","SF Public Library","Workshop: Chanchitos de la Suerte, Lucky Little Piggie","Learn to make Chilean Chanchitos de la Suerta, Lucky Little Piggies, traditional ceramics that are used as gifts for good luck and prosperity, led by…","2025/10/08 12:00:00 AM","2025/10/08 12:00:00 AM",,"16:00:00","17:00:00","https://sfpl.org/events/2025/10/08/workshop-chanchitos-de-la-suerte-lucky-little-piggie","false",,"Main Library","https://sfpl.org//sites/default/files/topics/Viva%2025_Digital%20assets_Website%20Banner%20-%201440px%20X%20720px-.jpg","Arts, Culture & Identity","Arts and Creative Expression, STEM","Families with children below 18 years old","Hispanic/Latinx",,,,"100 Larkin Street","415-557-4400","info@sfpl.org","37.779354","-122.4158715","POINT (-122.4158715 37.779354)","Tenderloin","5","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"111871_sfpl","SF Public Library","Storytime: For Toddlers","Books, songs, movement and more. For toddlers 16 months through age 2 and their caregivers.&nbsp;  Learn more about storytimes with SFPL, including…","2025/10/14 12:00:00 AM","2025/10/14 12:00:00 AM",,"11:00:00","11:30:00","https://sfpl.org/events/2025/10/14/storytime-toddlers-3","false",,"Eureka Valley/Harvey Milk Memorial","https://sfpl.org//sites/default/files/topics/StorytimeforToddlers.jpg","Education",,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,"1 Jose Sarria Court","415-355-5616","evamgr@sfpl.org","37.764135","-122.432067","POINT (-122.432067 37.764135)","Castro/Upper Market","8","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"10012814_sfdec","Family Connections Centers","Grupo de apoyo &#8211; Portola (Spanish, Support Group)","Nuestros Grupos de Apoyo para hispanohablantes son oportunidades semanales para que las familias hagan preguntas, aprendan nuevos consejos para padres, y discutan temas sobre el desarrollo infantil. A weekly group for caregivers to connect, gain support with issues and questions, and explore child development topics. Coordinators lead engaging activities, such as book discussions and craft projects. Idioma / language: Español Preguntas: Laura, lgarcia@fccenters.org Link para registrarse","2025/10/13 12:00:00 AM","2025/10/13 12:00:00 AM",,"09:45:00","10:45:00","https://sfdec.org/event/grupo-de-apoyo-portola-spanish-support-group/2025-10-13/",,,"2565 San Bruno Avenue",,"Family Support","Support Groups",,,,,"Spanish","2565 San Bruno Avenue",,,"37.729467","-122.4041805","POINT (-122.4041805 37.729467)","Portola","9","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"10013142_sfdec","Bayview YMCA Family Resource Center","Master Your Fire (Support Group, English)","MASTER YOUR FIRE LEAD WITH CLARITY A 26 WEEK ANGER MANAGEMENT GROUP Feeling overwhelmed by anger? You&#8217;re not alone; you don&#8217;t have to face it alone. Our supportive anger management group offers a safe space to explore the roots of your anger, build healthier coping strategies, and regain control of your emotional responses. Whether your anger is affecting your relationships, work, or personal well-being, we&#8217;re here to help you channel it into positive change. Join us and take the first step toward a calmer, more empowered you. Every Thursday 4:30 pm &#8211; 6:30 pm July 17th 2025 &#8211; Jan. 8th 2026 FAIDA CALDWELL FCALDWELL@YMCASF.ORG 415 822 9404","2025/11/06 12:00:00 AM","2025/11/06 12:00:00 AM",,"16:30:00","18:30:00","https://sfdec.org/event/master-your-fire-support-group-english/2025-11-06/",,,"1601 Lane Street","https://sfdec.org/wp-content/uploads/2025/07/20250707134311-pdf.jpg","Family Support","Support Groups",,,,,,"1601 Lane Street",,,"37.731807","-122.389596","POINT (-122.389596 37.731807)","Bayview Hunters Point","10","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"10012228_sfdec","Family Connections Centers","First Steps Portola (Playgroup, English, Spanish, Cantonese, Vietnamese)","Build healthy bonding and enjoy fun activities together, while learning about your child’s cognitive and emotional development. Activities include arts, movement, songs, and stories. For ages 6 – 36 months + parents/caregivers. Free to enroll! Please note: due to our small class size, we ask families to register only for the classes you are able to attend. If you are no longer able to attend a class, please cancel your registration or contact us at firststeps@fccenters.org. Thank you! Registration will open at 9:00 am on the 28th of each month. &nbsp; ·Portola: Mondays and Wednesdays, 9:00-10:30 am · Excelsior: Tuesdays and Thursdays, 9:00-10:30 am · Visitacion Valley: Thursdays, 9:30-11:00 am. (18-36 months + caregiver) For more information or to join, contact Elsa at 415.715.6746 or firststeps@fccenters.org • • • Primeros Pasos (First Steps) es un espacio para que las familias aprendan juntas. Las maestras lo guiarán a usted y a sus pequeños a través de actividades que incluyen canciones, bailes, y lecturas divertidas. Para edades de 6–36 meses + cuidador/a. Gratis para inscribirse. Tenga en cuenta: debido a nuestro pequeño tamaño de clase, le pedimos a las familias que se registren solo para las clases a las que puede asistir. Si ya no puede asistir a una clase, cancele su registro o contáctenos en firststeps@fccenters.org. ¡Gracias! Las inscripciones se abrirán el día 28 de cada mes a las 9 de la mañana. • • • First Steps是適合孩子和家長一起學習的遊戲小組。 我們的老師將與您們一起歌曲、舞蹈、閲讀等活動。 免費報名。適合6-36個月的孩子 + 家長/監護人。 請注意：由於我們的班級規模較小，我們要求家庭只註冊您可以參加的課程。 如果您不能再上課，請取消註冊或通過 firststeps@fccenters.org 聯繫我們。 謝謝你! 每月28日上午9:00開始報名。 • • • First Steps là một nhóm trẻ mẫu giáo được giám sát bởi người lớn để các gia đình học tập cùng nhau. Các giáo viên của chúng tôi sẽ hướng dẫn bạn và con bạn thông qua các hoạt động hấp dẫn liên quan đến bài hát, điệu nhảy ngộ nghĩnh. Từ 6-36 tháng tuổi + cha mẹ/người chăm sóc. Ghi danh miễn phí. Xin lưu ý: do quy mô lớp học nhỏ, chúng tôi yêu cầu các gia đình chỉ đăng ký cho các lớp học mà bạn có thể tham dự. Nếu bạn không thể tham gia lớp học được nữa, vui lòng hủy đăng ký hoặc liên hệ với chúng tôi tại firststeps@fccenters.org. Cảm ơn! Cổng đăng ký sẽ mở vào lúc 9:00 sáng ngày 28 hàng tháng.","2025/10/27 12:00:00 AM","2025/10/27 12:00:00 AM",,"09:00:00","10:30:00","https://sfdec.org/event/first-steps-portola-playgroup-english-spanish-cantonese-vietnamese/2025-10-27/",,,"2565 San Bruno Avenue",,"Childcare","Playgroups",,,,,"Chinese, Spanish, Vietnamese","2565 San Bruno Avenue",,,"37.729467","-122.4041805","POINT (-122.4041805 37.729467)","Portola","9","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"40005_rpd","SF Rec Park","Basic Black and White Film Development","Learn    the basics of black and white film development. In this quick workshop    students will be taught how to properly process their black and white film.    35mm and 120 film development will all be explained. Students must bring in a    black and white roll of film ready for development. There are no    prerequisites and beginners are encouraged to sign-up. No class time will be    spent in the darkroom and color film development will not be addressed in    this course. Photo Center Orientation is required for darkroom.","2025/11/14 12:00:00 AM","2025/11/14 12:00:00 AM","F","15:00:00","17:30:00","sfrecpark.org/register","true",,"HARVEY MILK PHOTO CENTER","https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg","Arts, Culture & Identity","Photography","TAY",,,,,"50 Scott St","(415) 554-9522",,"37.769499","-122.434623","POINT (-122.434623 37.769499)","Haight Ashbury","8","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"39567_rpd","SF Rec Park","Yoga - Hatha Traditional","There is much more in Hatha yoga practice than poses. In this series, we still explore practices aimed to improve our physical well-being through asanas (poses); we also introduce practices that include pranayama (breath expansion) techniques, and finally we experience the benefits of simple meditation techniques. The intention is awareness at a physical, mental and emotional level on as well as off the mat.","2025/10/23 12:00:00 AM","2025/12/04 12:00:00 AM","Th","18:30:00","19:30:00","sfrecpark.org/register","true",,"RICHMOND REC CENTER","https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg","Sports & Recreation","Physical Fitness","TAY",,,,,"251 - 18th Ave","(415) 666-7020",,"37.783215","-122.477976","POINT (-122.477976 37.783215)","Outer Richmond","1","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"130309_sfpl","SF Public Library","Workshop: Clay Planter Pots","Create a simple and beautiful air-dry clay planter pot without a kiln and decorate it in a unique, personal way. For ages 13–18. Space limited.…","2025/10/16 12:00:00 AM","2025/10/16 12:00:00 AM",,"16:00:00","18:00:00","https://sfpl.org/events/2025/10/16/workshop-clay-planter-pots","false",,"Richmond/Senator Milton Marks","https://sfpl.org//sites/default/files/topics/MakeDo.png","Arts, Culture & Identity","Arts and Creative Expression, STEM","Teens (Ages 13-18)",,,,,"351 9th Avenue","415-355-5600","ricmgr@sfpl.org","37.781865","-122.4680535","POINT (-122.4680535 37.781865)","Inner Richmond","1","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"10013501_sfdec","Gum Moon Chinatown","Parent-Child Interactive Group Infants (Playgroup, Cantonese/English)","0-18 months Playgroup Dates: August 21, 2025 – June 30, 2026, Tuesday and Thursday Time: 10:00 AM – 12:00 PM For more information, please contact: Vivian Chan, Admin. Manager 415-788-1008 vivianchan@gummoon.org Lucy Tao, Family Advocate 415-788-1008 lucytao@gummoon.org Address: 940 Washington Street","2025/10/09 12:00:00 AM","2025/10/09 12:00:00 AM",,"10:00:00","12:00:00","https://sfdec.org/event/parent-child-interactive-group-infants-playgroup-cantonese-english/2025-10-09/",,,"940 Washington Street",,"Childcare","Playgroups","Infants",,,,"Chinese","940 Washington Street","415-788-1008","vivianchan@gummoon.org","37.795032","-122.4087705","POINT (-122.4087705 37.795032)","Chinatown","3","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"10013505_sfdec","Gum Moon Chinatown","Parent-Child Interactive Group Infants (Playgroup, Cantonese/English)","0-18 months Playgroup Dates: August 21, 2025 – June 30, 2026, Tuesday and Thursday Time: 10:00 AM – 12:00 PM For more information, please contact: Vivian Chan, Admin. Manager 415-788-1008 vivianchan@gummoon.org Lucy Tao, Family Advocate 415-788-1008 lucytao@gummoon.org Address: 940 Washington Street","2025/11/06 12:00:00 AM","2025/11/06 12:00:00 AM",,"10:00:00","12:00:00","https://sfdec.org/event/parent-child-interactive-group-infants-playgroup-cantonese-english/2025-11-06/",,,"940 Washington Street",,"Childcare","Playgroups","Infants",,,,"Chinese","940 Washington Street","415-788-1008","vivianchan@gummoon.org","37.795032","-122.4087705","POINT (-122.4087705 37.795032)","Chinatown","3","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"40273_rpd","SF Rec Park","Ceramics Open Studio","For    enrolled ceramics students at the Sharon Art Studio who want more, we offer    Open Studio! Students can practice wheel throwing, hand building, and glaze    or trim their pieces. There is no instruction given during open studio time.    All firing is done by instructor without an additional charge. All    participants MUST be enrolled in a ceramics course in order to register for    open studio. Please note, registration for open studio is done at Sharon Art    Studio only, no online registration available.","2025/09/08 12:00:00 AM","2025/11/17 12:00:00 AM","M","13:30:00","15:30:00","sfrecpark.org/register","true",,"SHARON ART STUDIO","https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg","Arts, Culture & Identity","Crafting","TAY",,,,,"Golden Gate Park","(415) 753-7006",,,,,,,"2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"10013056_sfdec",,"1-2-3 Magic (Parenting Class, Vietnamese)","1-2-3 Magic Vietnamese Series (Parents + caregiver) Tuesday, 9/16/2025 – 11/18/2025, 9:30-10:30 am, in-person at Portola: 2565 San Bruno Ave, San Francisco, CA 94134 The 1-2-3 Magic series helps parents/caregivers strengthen their relationships with children and encourage good behavior. Caregivers will learn about the simple yet effective “1-2-3 counting method” and how to decrease parental stress and depression. Contact Tram at 510.629.1938 or tphan@fccenters.org for more information.","2025/11/04 12:00:00 AM","2025/11/04 12:00:00 AM",,"09:30:00","10:30:00","https://sfdec.org/event/1-2-3-magic-parenting-class-vietnamese/2025-11-04/",,,,,"Family Support","Parent Education",,,,,"Vietnamese",,,,,,,,,"2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"132277_sfpl","SF Public Library","Services: Student Support Session for Teens","Explore your academic and personal goals with the help of experienced educators and mentors. For 9th–12th graders who live or attend school in San…","2025/10/27 12:00:00 AM","2025/10/27 12:00:00 AM",,"18:00:00","18:30:00","https://sfpl.org/events/2025/10/27/services-student-support-session-teens","false",,"Virtual Library","https://sfpl.org//sites/default/files/2025-09/24428.png","Education","College Prep, Skills & Training","Teens (Ages 13-18)",,,,,,,,,,,,,"2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"39325_rpd","SF Rec Park","Tang Soo Do House","This    Class is for students that have achieved Orange Belt (7th Gup in Korean) and    above. Conceptual Knowledge is required. One should have already learned the    basic skills needed for advancement. The General Requirements 1 through 3    shows examples. The Pyung Form signifies the changing aspect of Tang Soo Do,    called the Turtle. The Turtle has peace of mind, it's the slow    steady controlled pace to success. Mind, Body, and Spirit. |","2025/09/05 12:00:00 AM","2025/10/17 12:00:00 AM","F","17:00:00","19:00:00","sfrecpark.org/register","true",,"JOSEPH LEE REC CENTER","https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg","Sports & Recreation","Physical Fitness","Children; Pre-Teens; Teens; TAY",,,,,"1395 Mendell St","(415) 970-9204",,"37.734948","-122.389803","POINT (-122.389803 37.734948)","Bayview Hunters Point","10","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"130153_sfpl","SF Public Library","Workshop: Frida Kahlo Flower Crowns","Make your own flower crown accessory inspired by Frida Kahlo's personal style. Learn about the artist and the importance of her Mexican identity in…","2025/10/09 12:00:00 AM","2025/10/09 12:00:00 AM",,"14:30:00","15:30:00","https://sfpl.org/events/2025/10/09/workshop-frida-kahlo-flower-crowns","false",,"Sunset","https://sfpl.org//sites/default/files/topics/Viva%2025_Digital%20assets_Website%20Banner%20-%201440px%20X%20720px-.jpg","Arts, Culture & Identity","Arts and Creative Expression, STEM","Children/Pre-Teens (Ages 5-13)","Hispanic/Latinx",,,,"1305 18th Avenue","415-355-2808","sunmgr@sfpl.org","37.76337","-122.476257","POINT (-122.476257 37.76337)","Inner Sunset","7","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
"39937_rpd","SF Rec Park","Camp In, Climb On Overnight","Calling    all young explorers! Join us for a night of outdoor fun at Glen Park Rec    Center. Designed for ages 8-12, this exciting overnight adventure will teach    camping basics like pitching a tent (with tents provided), cooking a    camping-style dinner, and sleeping under the stars (indoors, of course!).    We’ll also hit the trails for a canyon hike and try some indoor rock climbing    with all gear provided. Our certified staff will lead the way, ensuring a    safe and fun experience. Snacks and dinner are provided—just bring your    adventure spirit!","2025/12/13 12:00:00 AM","2025/12/13 12:00:00 AM","Sa","18:00:00","10:00:00","sfrecpark.org/register","true",,"GLEN CANYON REC CENTER","https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg","Sports & Recreation","Outdoors","Children; Pre-Teens; Teens",,,,,"70 Elk St","(415) 337-4705",,"37.736199","-122.4400455","POINT (-122.4400455 37.736199)","Glen Park","8","2025/10/07 12:00:00 AM","2025/10/07 07:04:13 AM"
